gender,subCategory,articleType,baseColour,season,usage
women,bottomwear,shorts,grey,summer,casual
women,loungewear and nightwear,bath robe,white,winter,casual
women,topwear,tops,burgundy,summer,casual
women,bottomwear,track pants,tan,fall,sports
men,bottomwear,track pants,charcoal,summer,sports
women,topwear,jackets,purple,fall,sports
women,saree,sarees,mustard,summer,ethnic
women,topwear,tshirts,grey,summer,sports
men,bottomwear,shorts,grey,fall,casual
women,topwear,tops,mustard,winter,casual
women,saree,sarees,green,winter,ethnic
men,topwear,sweatshirts,purple,fall,sports
women,dress,dresses,off white,summer,casual
men,innerwear,briefs,maroon,summer,casual
girls,bottomwear,jeans,blue,summer,casual
men,topwear,jackets,red,summer,casual
men,topwear,sweatshirts,olive,summer,casual
women,topwear,dupatta,burgundy,fall,ethnic
women,innerwear,camisoles,black,winter,casual
women,topwear,jackets,pink,summer,casual
men,bottomwear,trousers,navy blue,summer,casual
women,bottomwear,trousers,navy blue,fall,formal
women,bottomwear,skirts,off white,summer,casual
men,bottomwear,churidar,white,summer,ethnic
women,topwear,sweatshirts,grey,winter,casual
women,topwear,dupatta,blue,summer,ethnic
women,innerwear,briefs,skin,winter,casual
women,topwear,tops,magenta,fall,casual
girls,dress,dresses,orange,summer,casual
men,topwear,shirts,maroon,summer,ethnic
women,dress,dresses,black,fall,formal
men,bottomwear,shorts,white,winter,casual
women,bottomwear,leggings,nude,winter,casual
women,bottomwear,capris,purple,fall,casual
women,topwear,tunics,mustard,summer,casual
women,topwear,tunics,off white,summer,casual
women,topwear,tops,brown,fall,ethnic
women,bottomwear,tights,purple,summer,casual
men,innerwear,briefs,burgundy,summer,casual
men,topwear,rain jacket,black,summer,casual
women,bottomwear,patiala,teal,fall,ethnic
unisex,topwear,tshirts,black,fall,casual
women,topwear,kurtas,lavender,summer,ethnic
women,topwear,tshirts,lavender,fall,casual
women,topwear,tops,green,winter,casual
women,loungewear and nightwear,nightdress,brown,summer,casual
boys,topwear,jackets,black,summer,casual
men,topwear,sweatshirts,navy blue,summer,casual
men,bottomwear,trousers,olive,fall,casual
women,bottomwear,track pants,purple,summer,casual
men,topwear,tshirts,peach,summer,casual
women,apparel set,swimwear,black,summer,sports
women,bottomwear,swimwear,magenta,winter,casual
women,dress,dresses,black,winter,casual
men,topwear,shirts,grey,fall,smart casual
men,topwear,tshirts,maroon,summer,sports
women,topwear,sweatshirts,grey,fall,casual
men,topwear,kurtas,red,summer,ethnic
women,bottomwear,patiala,brown,fall,ethnic
men,topwear,shirts,red,winter,formal
boys,topwear,sweatshirts,red,fall,casual
men,bottomwear,track pants,black,spring,sports
women,bottomwear,leggings,grey melange,winter,casual
women,bottomwear,capris,white,fall,casual
women,bottomwear,capris,blue,fall,casual
men,bottomwear,shorts,navy blue,winter,casual
women,topwear,tshirts,navy blue,fall,sports
men,topwear,tshirts,pink,spring,casual
men,topwear,kurtas,gold,summer,ethnic
women,topwear,tops,beige,summer,ethnic
women,innerwear,shapewear,black,summer,casual
women,bottomwear,swimwear,brown,winter,casual
women,topwear,kurtis,orange,fall,ethnic
women,dress,dresses,green,winter,casual
men,topwear,sweatshirts,blue,summer,casual
women,topwear,tshirts,lavender,summer,sports
women,bottomwear,salwar,navy blue,summer,ethnic
women,topwear,kurtas,grey,fall,ethnic
men,bottomwear,track pants,grey melange,summer,casual
men,topwear,tshirts,blue,summer,formal
girls,socks,booties,white,summer,casual
men,innerwear,innerwear vests,red,winter,casual
girls,bottomwear,shorts,white,summer,casual
men,bottomwear,churidar,white,fall,ethnic
men,bottomwear,trousers,beige,summer,formal
girls,socks,booties,pink,summer,casual
women,topwear,jackets,maroon,summer,ethnic
women,bottomwear,patiala,beige,fall,ethnic
women,topwear,sweatshirts,purple,summer,casual
women,topwear,shirts,olive,fall,casual
men,bottomwear,tracksuits,red,summer,casual
men,topwear,shirts,beige,summer,ethnic
men,bottomwear,churidar,black,fall,ethnic
men,innerwear,briefs,black,winter,casual
women,loungewear and nightwear,nightdress,turquoise blue,summer,casual
men,bottomwear,track pants,navy blue,summer,casual
men,innerwear,trunk,maroon,summer,casual
men,topwear,belts,brown,fall,formal
men,topwear,shirts,brown,spring,smart casual
women,saree,sarees,mustard,fall,ethnic
women,bottomwear,leggings,maroon,summer,casual
women,topwear,dupatta,mustard,summer,ethnic
women,topwear,tshirts,olive,summer,casual
boys,bottomwear,jeans,navy blue,summer,casual
women,bottomwear,salwar,red,summer,ethnic
women,loungewear and nightwear,nightdress,white,summer,casual
women,topwear,tshirts,beige,summer,casual
women,apparel set,kurta sets,red,summer,ethnic
women,topwear,tshirts,off white,fall,casual
men,topwear,shirts,green,spring,casual
women,innerwear,camisoles,beige,winter,casual
women,bottomwear,skirts,red,summer,ethnic
women,topwear,jackets,grey,fall,casual
women,bottomwear,track pants,grey,fall,casual
men,topwear,waistcoat,red,summer,ethnic
men,bottomwear,track pants,black,winter,sports
women,innerwear,briefs,taupe,winter,casual
women,dress,jumpsuit,multi,summer,casual
women,topwear,jackets,green,summer,casual
women,topwear,dupatta,magenta,fall,ethnic
women,loungewear and nightwear,night suits,blue,summer,casual
women,topwear,kurtas,silver,summer,ethnic
men,bottomwear,shorts,khaki,fall,casual
men,topwear,jackets,brown,summer,casual
women,topwear,jackets,pink,fall,sports
men,topwear,jackets,orange,fall,sports
women,bottomwear,leggings,turquoise blue,summer,casual
women,topwear,sweaters,maroon,fall,casual
women,bottomwear,trousers,brown,summer,formal
women,bottomwear,leggings,cream,fall,casual
women,loungewear and nightwear,night suits,grey melange,summer,casual
women,dress,dresses,white,fall,casual
women,topwear,tops,lime green,summer,casual
men,topwear,tshirts,purple,summer,sports
women,topwear,shirts,multi,summer,casual
girls,bottomwear,salwar,purple,summer,ethnic
boys,bottomwear,leggings,blue,summer,casual
women,topwear,jackets,charcoal,summer,casual
women,loungewear and nightwear,night suits,brown,summer,casual
women,saree,sarees,yellow,summer,ethnic
men,topwear,nehru jackets,blue,summer,ethnic
men,bottomwear,jeans,grey,fall,casual
men,topwear,tshirts,yellow,winter,sports
women,topwear,tops,turquoise blue,summer,ethnic
women,topwear,tshirts,charcoal,summer,casual
men,bottomwear,trousers,blue,fall,casual
men,bottomwear,tracksuits,grey,fall,sports
women,bottomwear,leggings,peach,fall,casual
women,bottomwear,jeggings,black,summer,casual
women,topwear,tops,white,spring,casual
unisex,apparel set,swimwear,black,fall,sports
women,innerwear,shapewear,brown,summer,casual
boys,topwear,rompers,yellow,summer,casual
women,topwear,tunics,orange,summer,ethnic
men,bottomwear,tracksuits,grey,fall,casual
women,saree,sarees,orange,summer,ethnic
women,topwear,tshirts,peach,summer,sports
women,innerwear,shapewear,white,summer,casual
women,bottomwear,jeggings,navy blue,summer,casual
women,saree,sarees,grey,summer,ethnic
girls,bottomwear,shorts,white,fall,casual
women,saree,sarees,off white,summer,ethnic
girls,bottomwear,leggings,blue,summer,casual
men,topwear,jackets,navy blue,fall,casual
boys,topwear,rompers,blue,summer,casual
women,dress,dresses,beige,summer,casual
women,topwear,kurtas,lavender,fall,ethnic
women,topwear,tops,black,summer,party
women,bottomwear,jeggings,grey,summer,casual
men,topwear,shirts,red,fall,smart casual
men,bottomwear,shorts,grey melange,winter,casual
women,bottomwear,trousers,beige,summer,casual
boys,topwear,waistcoat,navy blue,summer,casual
men,topwear,tshirts,charcoal,summer,sports
women,topwear,tshirts,lime green,summer,casual
women,topwear,tops,navy blue,winter,casual
men,topwear,kurtas,purple,summer,ethnic
men,topwear,tshirts,olive,fall,sports
women,topwear,tshirts,red,summer,sports
men,topwear,shirts,pink,winter,formal
women,bottomwear,salwar,multi,summer,ethnic
men,loungewear and nightwear,night suits,red,summer,casual
men,bottomwear,shorts,black,winter,casual
women,bottomwear,stockings,brown,fall,casual
boys,topwear,jackets,red,summer,casual
women,topwear,kurtas,peach,fall,ethnic
women,topwear,dupatta,navy blue,summer,ethnic
girls,topwear,rompers,pink,summer,casual
women,topwear,kurtas,blue,fall,casual
men,topwear,kurtas,black,fall,ethnic
women,bottomwear,salwar,purple,summer,ethnic
women,topwear,dupatta,yellow,summer,ethnic
girls,bottomwear,jeans,black,summer,casual
women,innerwear,briefs,mauve,winter,casual
men,topwear,shirts,brown,winter,casual
women,dress,jumpsuit,white,summer,casual
men,loungewear and nightwear,lounge shorts,grey melange,winter,casual
women,bottomwear,leggings,white,winter,casual
men,topwear,tshirts,rust,summer,casual
women,bottomwear,churidar,black,fall,ethnic
women,bottomwear,leggings,beige,summer,casual
men,topwear,kurtas,teal,summer,ethnic
men,topwear,jackets,navy blue,summer,sports
women,topwear,tops,white,winter,casual
men,bottomwear,shorts,black,spring,sports
women,loungewear and nightwear,nightdress,green,summer,casual
women,bottomwear,salwar,blue,summer,ethnic
women,loungewear and nightwear,nightdress,gold,summer,casual
men,topwear,shirts,cream,summer,casual
men,innerwear,briefs,orange,winter,casual
men,innerwear,boxers,charcoal,summer,casual
men,topwear,sweatshirts,purple,summer,casual
men,loungewear and nightwear,lounge pants,grey,fall,sports
women,innerwear,shapewear,pink,summer,casual
women,dress,dresses,blue,winter,casual
women,bottomwear,patiala,purple,fall,ethnic
women,topwear,tops,black,winter,casual
men,topwear,tshirts,magenta,fall,casual
unisex,topwear,tshirts,red,fall,casual
men,topwear,shirts,black,summer,ethnic
boys,bottomwear,shorts,black,fall,casual
women,bottomwear,leggings,black,winter,casual
women,innerwear,bra,blue,winter,casual
women,bottomwear,swimwear,black,winter,casual
women,topwear,kurtis,orange,spring,ethnic
women,apparel set,kurta sets,green,summer,ethnic
boys,topwear,jackets,grey,summer,casual
boys,bottomwear,shorts,blue,summer,sports
women,topwear,dupatta,rust,summer,ethnic
women,bottomwear,leggings,purple,summer,casual
women,bottomwear,track pants,pink,fall,sports
men,topwear,tshirts,brown,fall,sports
men,topwear,shirts,blue,winter,formal
men,topwear,shirts,white,fall,smart casual
women,bottomwear,jeggings,white,fall,casual
boys,topwear,blazers,navy blue,summer,casual
men,topwear,sweaters,black,summer,casual
women,dress,jumpsuit,black,summer,casual
women,topwear,kurtas,burgundy,summer,ethnic
men,topwear,jackets,grey,summer,sports
women,innerwear,briefs,khaki,summer,casual
girls,topwear,tops,purple,fall,casual
women,bottomwear,capris,grey,summer,casual
men,topwear,shirts,charcoal,summer,casual
men,topwear,shirts,blue,fall,smart casual
women,innerwear,bra,green,summer,casual
women,bottomwear,capris,grey,fall,sports
men,bottomwear,jeans,black,spring,casual
women,topwear,shirts,navy blue,fall,casual
men,loungewear and nightwear,night suits,green,summer,casual
men,topwear,jackets,blue,summer,sports
women,apparel set,kurta sets,brown,fall,ethnic
women,topwear,sweaters,black,summer,casual
men,topwear,shirts,beige,summer,formal
women,innerwear,briefs,nude,winter,casual
men,topwear,shirts,blue,summer,party
girls,topwear,tshirts,orange,summer,casual
men,topwear,sweaters,maroon,fall,casual
girls,topwear,tshirts,teal,summer,casual
women,bottomwear,jeggings,grey,fall,casual
men,topwear,suspenders,red,summer,formal
women,innerwear,bra,silver,winter,casual
women,saree,sarees,turquoise blue,summer,ethnic
boys,bottomwear,shorts,brown,summer,casual
women,topwear,tops,cream,summer,ethnic
women,apparel set,kurta sets,purple,summer,ethnic
women,innerwear,camisoles,black,fall,casual
women,innerwear,briefs,magenta,summer,casual
women,bottomwear,skirts,black,summer,casual
men,topwear,sweaters,cream,fall,casual
men,loungewear and nightwear,night suits,mustard,summer,casual
men,topwear,suspenders,purple,summer,formal
women,topwear,tunics,lavender,summer,casual
women,bottomwear,trousers,brown,fall,casual
girls,topwear,tshirts,red,summer,casual
men,topwear,shirts,teal,summer,casual
men,innerwear,boxers,blue,winter,casual
men,topwear,tshirts,brown,winter,casual
women,topwear,kurtis,mustard,summer,ethnic
girls,dress,dresses,black,fall,casual
women,saree,sarees,navy blue,fall,ethnic
women,topwear,tshirts,maroon,fall,sports
women,bottomwear,trousers,beige,winter,casual
women,dress,dresses,brown,summer,casual
men,topwear,sweatshirts,green,fall,sports
women,bottomwear,leggings,pink,summer,ethnic
boys,topwear,tshirts,multi,summer,casual
women,topwear,tops,white,fall,sports
men,innerwear,trunk,white,winter,casual
women,topwear,kurtis,yellow,summer,ethnic
women,topwear,kurtas,mustard,fall,ethnic
women,bottomwear,churidar,navy blue,summer,ethnic
women,topwear,shirts,purple,summer,formal
women,topwear,tshirts,brown,fall,sports
women,topwear,kurtas,turquoise blue,summer,ethnic
women,loungewear and nightwear,night suits,lavender,winter,casual
men,topwear,tshirts,grey,winter,casual
girls,apparel set,clothing set,red,summer,casual
women,bottomwear,leggings,black,summer,ethnic
women,topwear,tops,gold,summer,casual
women,bottomwear,churidar,beige,summer,ethnic
men,topwear,jackets,beige,summer,casual
men,bottomwear,shorts,grey,winter,casual
men,bottomwear,trousers,beige,fall,formal
women,bottomwear,churidar,rust,summer,ethnic
women,topwear,kurtis,lavender,summer,ethnic
women,innerwear,briefs,grey melange,summer,casual
men,innerwear,briefs,khaki,summer,casual
men,topwear,sweaters,brown,fall,casual
men,topwear,shirts,peach,fall,casual
women,bottomwear,stockings,navy blue,fall,casual
women,bottomwear,leggings,rust,summer,ethnic
women,topwear,tops,maroon,summer,casual
women,bottomwear,shorts,purple,summer,casual
women,loungewear and nightwear,night suits,cream,summer,casual
women,innerwear,camisoles,lavender,winter,casual
women,dress,dresses,yellow,summer,casual
women,innerwear,bra,black,fall,sports
men,topwear,tshirts,coffee brown,winter,casual
women,loungewear and nightwear,lounge tshirts,black,summer,casual
women,innerwear,camisoles,white,winter,casual
women,dress,dresses,orange,summer,casual
men,innerwear,trunk,brown,summer,casual
women,topwear,tshirts,green,fall,sports
women,topwear,tunics,blue,summer,ethnic
women,loungewear and nightwear,nightdress,red,summer,casual
boys,topwear,tshirts,maroon,summer,casual
boys,topwear,tshirts,rust,fall,casual
women,bottomwear,leggings,lavender,summer,casual
men,topwear,tshirts,grey,winter,sports
women,topwear,kurtas,off white,summer,casual
women,topwear,sweaters,beige,summer,casual
men,bottomwear,tracksuits,olive,fall,sports
men,loungewear and nightwear,night suits,maroon,summer,casual
men,topwear,sweaters,green,spring,casual
women,bottomwear,shorts,yellow,summer,casual
men,topwear,sweaters,purple,summer,casual
women,topwear,sweatshirts,black,summer,sports
men,topwear,shirts,teal,summer,party
women,topwear,kurtis,off white,fall,ethnic
women,topwear,tunics,orange,summer,casual
women,bottomwear,jeggings,black,fall,casual
women,topwear,shirts,orange,fall,casual
girls,topwear,tshirts,pink,fall,casual
women,bottomwear,leggings,teal,summer,casual
women,bottomwear,shorts,grey,fall,sports
women,topwear,kurtis,rust,summer,ethnic
women,topwear,sweaters,white,summer,casual
women,topwear,sweaters,green,fall,casual
women,topwear,tshirts,olive,fall,casual
women,apparel set,kurta sets,pink,summer,ethnic
women,apparel set,kurta sets,white,fall,ethnic
women,innerwear,briefs,burgundy,winter,casual
men,innerwear,boxers,orange,summer,casual
boys,topwear,shirts,pink,summer,casual
men,topwear,sweaters,red,winter,casual
girls,topwear,tshirts,sea green,summer,casual
men,innerwear,innerwear vests,yellow,summer,casual
women,dress,dresses,orange,fall,casual
boys,topwear,shirts,yellow,summer,casual
women,loungewear and nightwear,nightdress,navy blue,winter,casual
women,innerwear,bra,nude,fall,casual
women,bottomwear,trousers,yellow,summer,casual
women,innerwear,bra,purple,summer,sports
men,topwear,tshirts,maroon,fall,sports
men,topwear,tshirts,maroon,winter,casual
men,bottomwear,trousers,cream,summer,casual
women,loungewear and nightwear,nightdress,yellow,summer,casual
women,bottomwear,churidar,black,summer,ethnic
women,topwear,shrug,white,summer,casual
women,loungewear and nightwear,nightdress,brown,winter,casual
men,bottomwear,trousers,blue,fall,formal
women,topwear,tunics,red,summer,ethnic
men,topwear,kurtas,black,summer,ethnic
women,saree,sarees,maroon,spring,ethnic
men,topwear,shirts,magenta,summer,formal
women,topwear,tops,turquoise blue,summer,casual
women,bottomwear,leggings,red,summer,ethnic
women,loungewear and nightwear,nightdress,grey,summer,casual
women,loungewear and nightwear,nightdress,silver,summer,casual
women,topwear,sweatshirts,red,fall,casual
women,dress,dresses,off white,fall,casual
men,topwear,shirts,navy blue,spring,formal
men,topwear,jackets,maroon,fall,casual
men,bottomwear,track pants,navy blue,winter,casual
women,innerwear,briefs,turquoise blue,summer,casual
women,bottomwear,leggings,cream,summer,ethnic
women,innerwear,bra,navy blue,summer,casual
women,bottomwear,leggings,brown,summer,casual
women,bottomwear,trousers,navy blue,summer,formal
women,dress,dresses,gold,summer,casual
women,topwear,shirts,charcoal,summer,formal
women,bottomwear,churidar,orange,summer,ethnic
men,bottomwear,track pants,grey,winter,casual
women,topwear,jackets,navy blue,fall,casual
men,topwear,tshirts,sea green,summer,casual
men,topwear,suspenders,beige,summer,formal
women,topwear,tshirts,purple,winter,casual
boys,topwear,shirts,maroon,summer,casual
men,bottomwear,trousers,tan,fall,casual
unisex,topwear,tshirts,white,summer,casual
women,bottomwear,shorts,blue,summer,sports
boys,topwear,tshirts,olive,fall,casual
women,innerwear,briefs,beige,summer,casual
men,bottomwear,shorts,brown,fall,casual
women,bottomwear,leggings,yellow,fall,casual
women,loungewear and nightwear,lounge pants,mustard,summer,ethnic
women,topwear,tunics,olive,summer,casual
men,bottomwear,trousers,olive,fall,formal
women,topwear,shirts,turquoise blue,summer,casual
women,topwear,shirts,lavender,summer,casual
girls,bottomwear,skirts,navy blue,summer,casual
men,bottomwear,tracksuits,black,summer,casual
boys,topwear,tshirts,red,summer,sports
girls,dress,dresses,off white,summer,casual
men,bottomwear,track pants,charcoal,fall,sports
unisex,bottomwear,swimwear,pink,fall,sports
women,bottomwear,salwar and dupatta,turquoise blue,summer,ethnic
women,topwear,kurtis,grey,summer,ethnic
women,dress,dresses,red,fall,casual
women,bottomwear,leggings,red,fall,casual
women,loungewear and nightwear,lounge pants,navy blue,summer,casual
men,topwear,sweaters,white,fall,sports
women,topwear,tshirts,green,winter,casual
women,bottomwear,shorts,black,summer,sports
women,topwear,dupatta,khaki,summer,ethnic
women,topwear,jackets,purple,fall,casual
men,topwear,shirts,off white,summer,formal
women,bottomwear,jeans,white,summer,casual
women,loungewear and nightwear,nightdress,multi,winter,casual
boys,topwear,tshirts,black,summer,sports
women,topwear,tunics,teal,summer,casual
girls,topwear,tshirts,off white,summer,casual
women,bottomwear,trousers,coffee brown,fall,casual
women,innerwear,bra,skin,fall,casual
women,loungewear and nightwear,night suits,green,summer,casual
men,bottomwear,track pants,white,fall,sports
men,topwear,jackets,white,summer,sports
women,loungewear and nightwear,lounge shorts,navy blue,winter,casual
women,apparel set,swimwear,purple,winter,sports
women,topwear,tunics,grey,fall,ethnic
women,innerwear,bra,off white,winter,casual
women,bottomwear,leggings,yellow,fall,ethnic
girls,bottomwear,leggings,red,fall,casual
women,loungewear and nightwear,nightdress,lavender,summer,casual
men,innerwear,briefs,beige,summer,casual
unisex,topwear,tshirts,pink,fall,casual
women,bottomwear,leggings,navy blue,fall,ethnic
girls,bottomwear,leggings,black,fall,casual
women,topwear,blazers,black,summer,formal
women,innerwear,camisoles,blue,summer,casual
women,topwear,dupatta,pink,fall,ethnic
women,innerwear,bra,peach,winter,casual
women,topwear,tunics,white,summer,ethnic
women,loungewear and nightwear,lounge pants,red,winter,casual
women,bottomwear,churidar,white,summer,ethnic
men,innerwear,briefs,charcoal,winter,casual
women,bottomwear,trousers,navy blue,summer,casual
men,topwear,rain jacket,blue,summer,casual
men,loungewear and nightwear,night suits,purple,summer,casual
women,bottomwear,skirts,grey,summer,formal
men,topwear,sweaters,yellow,fall,casual
men,innerwear,innerwear vests,orange,summer,casual
men,topwear,blazers,olive,summer,formal
men,topwear,jackets,black,summer,travel
men,topwear,sweatshirts,grey melange,fall,casual
women,loungewear and nightwear,lounge pants,navy blue,winter,casual
women,bottomwear,capris,turquoise blue,summer,sports
women,innerwear,innerwear vests,white,winter,casual
men,topwear,shirts,peach,summer,casual
men,innerwear,boxers,purple,summer,casual
women,topwear,dupatta,green,fall,ethnic
women,topwear,tunics,peach,summer,casual
girls,topwear,tshirts,navy blue,summer,casual
girls,apparel set,clothing set,blue,summer,casual
women,loungewear and nightwear,lounge pants,grey melange,summer,casual
men,bottomwear,trousers,green,summer,casual
women,topwear,sweaters,charcoal,fall,casual
women,topwear,kurtis,orange,summer,casual
women,bottomwear,leggings,cream,fall,ethnic
women,bottomwear,skirts,black,summer,formal
women,bottomwear,churidar,red,summer,ethnic
women,innerwear,bra,burgundy,summer,casual
men,innerwear,briefs,multi,summer,casual
men,bottomwear,shorts,olive,summer,casual
women,topwear,shirts,cream,summer,casual
women,innerwear,camisoles,skin,summer,casual
men,bottomwear,track pants,green,fall,casual
women,innerwear,camisoles,peach,summer,casual
women,bottomwear,trousers,cream,fall,casual
men,topwear,tshirts,navy blue,spring,sports
women,saree,sarees,off white,fall,ethnic
women,dress,dresses,lavender,summer,casual
boys,bottomwear,capris,navy blue,summer,casual
women,bottomwear,salwar,black,summer,ethnic
women,bottomwear,leggings,red,fall,ethnic
girls,topwear,tops,lime green,summer,casual
women,topwear,tops,lavender,summer,ethnic
women,innerwear,briefs,gold,summer,casual
women,loungewear and nightwear,lounge pants,black,fall,sports
women,topwear,tunics,pink,fall,ethnic
men,topwear,sweaters,blue,fall,sports
unisex,topwear,tshirts,black,fall,sports
women,bottomwear,jeans,pink,summer,casual
men,topwear,tshirts,khaki,summer,casual
women,topwear,kurtis,brown,fall,ethnic
men,topwear,sweaters,olive,fall,casual
women,innerwear,bra,gold,summer,casual
men,topwear,blazers,blue,summer,formal
women,bottomwear,shorts,white,fall,casual
women,apparel set,kurta sets,red,fall,ethnic
unisex,topwear,tshirts,brown,summer,casual
women,topwear,dupatta,gold,summer,ethnic
women,bottomwear,shorts,red,summer,sports
men,topwear,tshirts,off white,spring,casual
women,innerwear,briefs,pink,fall,casual
women,loungewear and nightwear,night suits,pink,winter,casual
women,topwear,dresses,pink,summer,casual
girls,bottomwear,skirts,green,summer,casual
women,innerwear,briefs,purple,fall,casual
men,topwear,tshirts,coffee brown,fall,casual
women,bottomwear,salwar,beige,summer,ethnic
women,topwear,dupatta,maroon,fall,ethnic
men,topwear,jackets,charcoal,fall,casual
women,topwear,sweaters,red,summer,casual
women,bottomwear,skirts,charcoal,summer,formal
men,topwear,tshirts,beige,winter,casual
women,topwear,tops,green,fall,sports
men,topwear,sweatshirts,blue,winter,casual
women,bottomwear,churidar,olive,summer,ethnic
women,bottomwear,skirts,grey,fall,formal
women,bottomwear,leggings,orange,fall,ethnic
women,topwear,tops,turquoise blue,fall,casual
girls,apparel set,clothing set,yellow,summer,casual
men,loungewear and nightwear,lounge shorts,blue,summer,casual
women,loungewear and nightwear,lounge pants,charcoal,summer,casual
women,topwear,tshirts,yellow,spring,casual
men,topwear,sweatshirts,black,winter,casual
women,innerwear,bra,green,winter,casual
women,loungewear and nightwear,baby dolls,white,winter,casual
women,topwear,shirts,black,summer,formal
women,bottomwear,churidar,yellow,summer,ethnic
women,topwear,jackets,peach,summer,casual
men,topwear,sweatshirts,red,summer,casual
women,bottomwear,capris,black,winter,casual
men,topwear,blazers,black,summer,formal
women,loungewear and nightwear,night suits,silver,winter,casual
men,topwear,tshirts,rust,fall,casual
men,topwear,tshirts,black,spring,sports
girls,bottomwear,leggings,white,fall,casual
men,topwear,shirts,grey,summer,ethnic
women,loungewear and nightwear,lounge shorts,magenta,winter,casual
men,topwear,shirts,multi,fall,casual
men,bottomwear,trousers,olive,spring,formal
women,bottomwear,jeans,peach,summer,casual
women,topwear,dupatta,red,fall,ethnic
women,bottomwear,jeans,grey,fall,casual
girls,dress,dresses,navy blue,fall,casual
boys,topwear,shirts,olive,summer,casual
women,bottomwear,capris,olive,summer,casual
women,bottomwear,trousers,white,summer,casual
men,topwear,shirts,navy blue,summer,ethnic
women,apparel set,kurta sets,multi,summer,ethnic
girls,bottomwear,leggings,pink,fall,casual
women,bottomwear,tracksuits,black,fall,sports
women,topwear,tshirts,navy blue,fall,casual
men,bottomwear,track pants,grey melange,summer,sports
women,loungewear and nightwear,shorts,black,winter,casual
men,topwear,shirts,burgundy,summer,formal
women,topwear,jackets,teal,summer,casual
women,topwear,tunics,beige,summer,ethnic
women,loungewear and nightwear,bath robe,off white,winter,casual
men,innerwear,innerwear vests,grey melange,winter,casual
women,topwear,tops,white,summer,sports
girls,bottomwear,salwar,green,summer,ethnic
men,bottomwear,track pants,brown,summer,sports
boys,apparel set,kurta sets,red,summer,ethnic
girls,topwear,tops,magenta,fall,casual
men,topwear,sweaters,navy blue,fall,sports
girls,bottomwear,skirts,brown,summer,casual
women,bottomwear,leggings,sea green,summer,casual
men,bottomwear,track pants,red,summer,casual
women,topwear,dupatta,brown,fall,ethnic
women,innerwear,briefs,green,winter,casual
women,topwear,dupatta,purple,fall,ethnic
women,topwear,shirts,red,winter,casual
girls,dress,dresses,lavender,fall,casual
men,bottomwear,track pants,navy blue,spring,sports
men,bottomwear,trousers,green,fall,formal
men,loungewear and nightwear,lounge shorts,grey melange,summer,casual
men,bottomwear,shorts,grey melange,summer,casual
women,topwear,tops,mustard,fall,casual
boys,bottomwear,jeans,blue,fall,casual
women,topwear,tshirts,magenta,fall,casual
men,bottomwear,shorts,navy blue,spring,casual
boys,innerwear,innerwear vests,yellow,summer,casual
women,dress,jumpsuit,blue,summer,casual
girls,bottomwear,salwar,blue,summer,ethnic
boys,bottomwear,trousers,olive,summer,casual
women,bottomwear,leggings,purple,summer,ethnic
women,bottomwear,jeggings,green,summer,casual
women,bottomwear,trousers,charcoal,summer,formal
girls,bottomwear,trousers,black,summer,casual
women,topwear,kurtas,gold,fall,ethnic
women,topwear,tops,blue,fall,ethnic
boys,innerwear,innerwear vests,blue,summer,casual
women,topwear,kurtis,olive,summer,ethnic
women,bottomwear,skirts,black,fall,formal
men,bottomwear,shorts,green,fall,casual
women,topwear,tunics,khaki,fall,casual
women,topwear,kurtas,pink,summer,casual
women,topwear,dupatta,magenta,summer,ethnic
women,bottomwear,jeans,grey,winter,casual
women,topwear,jackets,white,summer,casual
women,bottomwear,salwar,brown,summer,ethnic
women,topwear,tshirts,yellow,summer,sports
women,bottomwear,leggings,charcoal,summer,casual
men,topwear,shirts,mustard,fall,casual
women,topwear,tops,tan,fall,casual
women,bottomwear,trousers,black,summer,ethnic
women,loungewear and nightwear,nightdress,orange,summer,casual
women,topwear,tunics,cream,summer,ethnic
women,innerwear,briefs,peach,winter,casual
boys,topwear,tshirts,grey,fall,sports
women,dress,jumpsuit,purple,fall,casual
men,innerwear,innerwear vests,blue,winter,casual
women,bottomwear,skirts,blue,summer,ethnic
women,bottomwear,track pants,purple,fall,casual
men,topwear,shirts,grey,winter,formal
men,topwear,waistcoat,red,fall,casual
men,topwear,sweaters,grey,spring,casual
women,bottomwear,trousers,blue,summer,ethnic
men,innerwear,trunk,white,fall,casual
men,innerwear,trunk,olive,summer,casual
women,bottomwear,trousers,black,winter,casual
women,topwear,kurtas,charcoal,summer,ethnic
women,topwear,tops,purple,fall,sports
women,topwear,tshirts,tan,summer,casual
women,bottomwear,shorts,blue,winter,casual
women,bottomwear,shorts,brown,fall,casual
men,topwear,tshirts,fluorescent green,summer,casual
women,topwear,tops,purple,winter,casual
women,bottomwear,shorts,purple,fall,casual
boys,topwear,tshirts,multi,fall,casual
women,topwear,jackets,black,fall,sports
women,bottomwear,shorts,black,winter,sports
men,topwear,sweaters,grey,fall,sports
women,bottomwear,jeggings,pink,fall,casual
men,topwear,kurtas,mustard,summer,ethnic
men,loungewear and nightwear,lounge pants,navy blue,summer,sports
women,bottomwear,churidar,green,summer,ethnic
women,bottomwear,trousers,pink,summer,ethnic
women,bottomwear,patiala,pink,fall,ethnic
men,bottomwear,shorts,yellow,fall,casual
women,saree,sarees,multi,summer,ethnic
women,topwear,tunics,green,fall,casual
